texto,tipo
"Entre diablos y borrachos, una exposición colectiva que arropa a artistas emergentes de Oaxaca",Arte y Cultura
Se complica situación de Vicente Fernández; hospitalizan a su esposa,Arte y Cultura
"Tormenta tropical ""Nicholas"" provoca suspensión de clases en Culiacán y Navolato",Desastres naturales
Alcoholizados provocan choque y volcadura en Oaxaca,Accidentes e Incidentes
"Se forma tormenta tropical ""Nicholas"", en el Golfo de México: Conagua",Desastres naturales
Lleva ICATECH cursos a Palenque y Catazajá,Neutral
"Un agente muerto y un lesionado de gravedad, el saldo tras volcadura de unidad de la GN en Miahuatlán",Accidentes e Incidentes
Alebrijes de Oaxaca y Compañía Minera Cuzcatlán establecen alianza en favor del desarrollo del deporte en Oaxaca,Deportes
"Aun con semáforo amarillo, la población debe acatar medidas sanitarias: SSO",Arte y Cultura1
Solo en 4 de 68 planteles del Cobao ofrecen asesorías presenciales,Neutral
El otro legado de Francisco Toledo: rescate y conservación del patrimonio documental de Oaxaca,Arte y Cultura
"En Oaxaca, Grito de Independencia será a puerta cerrada por covid, informa gobernador",Arte y Cultura1
Fallo de la Corte sobre el aborto sienta un precedente en un país mayoritariamente católico: medios,Arte y Cultura0
Muere abuelito afuera de su casa en Puerto Madero,Accidentes e Incidentes
"Por el delito de abuso de autoridad y coalición de servidores públicos, vinculan a proceso a integrante del sindicato del sector salud: FGEO",Delito
Ejecuta Fiscalía General un cateo más en la región de la Costa,Delito
"Tras cateo en Distrito de Ocotlán, Fiscalía General asegura más de medio centenar de tinacos con reporte de robo",Delito
Realiza FGEO cateo en Ayoquezco de Aldama y asegura productos con reporte de robo,Delito
"Ejecuta Fiscalía General cateo en San Raymundo Jalpan; asegura armas, municiones y uniformes apócrifos de seguridad pública",Delito
"Tras realizar 4 cateos simultáneos, Fiscalía General desmantela probable célula criminal que operaba en Valles Centrales",Delito
"Tras cateo en Pinotepa Nacional, Fiscalía General asegura psicotrópicos y detiene a un sujeto",Delito
"Logra FGEO sentencia por lesiones calificadas y privación ilegal de la libertad por hechos cometidos contra agente del Ministerio Público, en Tlaxiaco",Delito
Fiscalía General detiene y vincula a proceso con prisión preventiva a probable ladrón de casas; sumaba más de 7 robos,Delito
'Toda la fuerza Institucional para hacer justicia y capturar a homicidas de Agente; no detendremos las acciones contra la delincuencia': Fiscal General,Delito
"Junta más gente un atropellado, ni 100 personas acudieron a ver la final de barrios en Tuxtepec",Deportes
"Ejecuta FGEO cateo en domicilio particular en Tlalixtac; se aseguran vehículos con reporte de robo, armas y animales exóticos",Delito
Obtuvimos auto de vinculación a proceso contra cuatro probables integrantes de banda dedicada al robo a casa habitación en Oaxaca de Juárez,Delito
"Anuncia Fiscal General del Estado habilitación de 'La Línea del Fiscal', servicio telefónico para denuncias ciudadanas",Política
Logra Fiscalía General vincular a proceso a probable homicida de Agente Municipal de San Francisco Loxicha,Delito
"Cinco cateos simultáneos realiza la Fiscalía General en bares del Valle de Etla, y asegura personas, droga y armas",Delito
"Con más agentes investigadores certificados, FGEO se constituye como una Institución más profesional y se coloca a la vanguardia nacional en procuración de justicia",Delito
"En San Felipe Jalapa de Díaz, Fiscalía General realiza seis cateos simultáneos, asegura armas y detiene a 10 personas",Delito
Aprehende Fiscalía General y presenta ante Juez a probable homicida de Agente Municipal de San Francisco Loxicha,Delito
"Tras cateo en Ciudad Ixtepec, Fiscalía General asegura droga, municiones y detiene a tres personas",Delito
Reportan desaparición de 'Goyo'otro joven Tuxtepecano que salió de su casa y no ha regresado,Accidentes e Incidentes
"Suspenderán actividades trabajadores de los 82 centros educativos del Cobao, si no reciben pago retroactivo",Manifestaciones
"Lluvias muy fuertes en Nuevo León, San Luis Potosí, Zacatecas, Sinaloa, Nayari, Oaxaca, Chiapas, Tamaulipas y Tabasco, acompañadas de descargas eléctricas",Desastres naturales
"Tras cateos realizados en Pueblo Nuevo, FGEO asegura droga, dinero y aprehende a 3 personas",Delito
Locatarios de Mercado en Loma Bonita denuncian invasión de perros callejeros (vídeo),Neutral
Entrega Fiscal General reconocimientos a Agentes Estatales de Investigación por 20 y hasta 32 años de servicio,Neutral
"Por el delito de extorsión telefónica, obtuvimos auto de vinculación a proceso contra probable responsable: Fiscalía General",Delito
Piden locatarios cese del director de la policía de la ciudad de Oaxaca,Manifestaciones
"En prisión y vinculado a proceso, probable responsable del delito de robo a casa habitación, en la región de la Costa",Delito
La presa San Aparicio se desborda en Zacatecas; activan Plan DNIII,Desastres naturales
OAXACA; Varón priva de libertad a su esposa por problemas familiares,Delito
Derecho a la vida inicia desde la concepción: Iglesia católica en Oaxaca,Arte y Cultura0
"En cateo realizado en San Pablo Huixtepec, Fiscalía General asegura drogas y detiene a siete personas",Delito
Madre e hija localizadas sin vida luego de desaparecer hace 4 meses en Ecatepec,Delito
Tlacolula de Matamoros: en cateo aseguran a 3 con droga,Delito
"Tras cateos en Valles Centrales, AEI asegura vehículos y mercancía con reporte de robo: FGEO",Delito
"Tras cateo en Putla Villa de Guerrero, FGEO asegura droga, motocicletas con reporte de robo y detiene a dos personas",Delito
"Rescata Fiscalía General de Oaxaca a 110 personas en una casa de culto, en San Antonio de la Cal",Arte y Cultura0
AEI coordina y ejecuta cateos simultáneos en Asunción Nochixtlán: Fiscalía General,Delito
"En Salina Cruz, Fiscalía General realiza cateo, asegura droga y detiene a probable narcomenudista",Delito
Van cuatro oaxaqueños para campamento directo a la categoría sub 20 en Coahuila,Delito
"Tras cateo en Huajuapan de León, logramos aprehender a cuatro probables multihomicidas: Fiscalía General",Delito
Ejecutamos un cateo más en Valles Centrales; logramos asegurar vehículos con reporte de robo y anomalías: Fiscalía General,Delito
"Tras cateo en San Antonio de la Cal, Fiscalía General asegura drogas, armas y detiene a probable narcomenudista",Delito
La importancia de las Ferias del Libro,Neutral
Por haitianos declaran 'emergencia'en Casa del Migrante de SLP,Neutral
"Semáforo covid: 24 estados en amarillo; 4, en naranja y 4, en verde",Arte y Cultura1
"En San Miguel Panixtlahuaca, Fiscalía General realiza cateo y asegura armamento, droga, dinero y detiene a dos personas",Delito
Ejecutan en Santa Lucía del Camino a dirigente de transportista d CATEM,Delito
Emite Conagua alerta por tiempo severo para Oaxaca,Desastres naturales
OAXACA: Mujeres colocan altar por víctimas de feminicidio en Catedral,Desastres naturales
"Ejecuta Fiscalía un cateo más en los Valles Centrales; asegura droga, dinero y detiene a 2 personas",Delito
Logramos enviar a prisión y vincular a proceso a masculino que agredió a su esposa e hija con un machete: Fiscalía General,Delito
Itinerario Político | Ricardo Alemán | Medios digitales por rescatar la verdad,Política
"Logra FGEO otra sentencia por feminicidio; 53 años de prisión contra masculino que privó de la vida a su esposa, en la Costa",Delito
"Estrena horarios 'Aprendiendo desde mi comunidad', serie radiofónica infantil del IEEPO",Arte y Cultura
"Matan a Cecilia González, agente de Los Ciruelos, en Pochutla",Delito
Ejecuta Fiscalía General cateos en regiones de Valles Centrales y Costa,Delito
"Aprehende Fiscalía General a dos probables homicidas más, durante cateo efectuado en la región de la Sierra Sur",Delito
Entrega Fiscal General Tercer Informe de Resultados a Mesa Directiva del Congreso del Estado,Política
"Detiene Fiscalía General a dos probables integrantes de banda dedicada al robo de casas y negocios, en Miahuatlán de Porfirio Díaz",Delito
Realiza FGEO cateo en bodega de San Jacinto Amilpas y asegura autotransporte de carga y mercancía con reporte de robo,Delito
Ahora van por Gloria Trevi y su esposo: La UIF presenta denuncia,Neutral
"Continúa FGEO acciones contra la criminalidad en el estado; en cateo realizado en la Costa, asegura narcóticos y detiene a un masculino",Delito
"Realiza Fiscalía General otro cateo en el Istmo; se asegura droga, dinero y se detienen a dos personas",Delito
"Tras cateo en Juchitán, Fiscalía General aprehende a probable homicida y lo presenta ante Juez; se le aseguraron armas, cartuchos y droga",Delito
"Conductora alcoholizada se estrella contra barda y después se ‘lleva’ dos motocicletas, en Las Choapas",Accidentes e Incidentes
"Logramos vincular a proceso a probable feminicida que privó de la vida a su esposa, en el Distrito de Etla: Fiscalía General",Delito
"Logramos vincular a proceso a probable feminicida que probablemente privó de la vida a su esposa, en el Distrito de Etla: Fiscalía General",Delito
Emprenden proyecto Conectados para brindar Internet gratuito,Economía
"Catea Fiscalía General domicilio en la Costa; asegura droga, vehículos y detiene a una persona",Delito
Libros de ayer y hoy | Teresa Gil | Migrantes,Neutral
Realiza Fiscalía General acciones contra la delincuencia en las regiones; ahora en San Pedro Pochutla mediante cateo aseguró droga y detuvo a una persona,Delito
"En cateo efectuado en Juchitán, detuvimos a 3 peligrosos probables delincuentes; combatimos el crimen para garantizar la paz a familias oaxaqueñas: Fiscalía General",Delito
"Novio intenta asesinar a joven a golpes, en Puerto de Veracruz",Delito
"Sin tregua en el combate a la delincuencia, realiza FGEO un cateo más en el Istmo; asegura unidades y autopartes robada",Delito
"En cateo realizado en jurisdicción de Santa María del Tule, Fiscalía General asegura armas, drogas y detiene a dos masculinos",Delito
Autoriza Querétaro matrimonios entre personas del mismo sexo,Neutral
"En cateo realizado en Santa Cruz Mixtepec, Zimatlán, Fiscalía General asegura armamento, drogas y detiene a dos personas",Delito
"Desarticula Fiscalía General a banda dedicada al robo de cajeros automáticos, comercios, casas-habitación y narcomenudeo en el Istmo",Delito
Rescata Marina y Protección Civil dos cuerpos buscados en la Mixteca,Delito
Ejecuta Fiscalía General cateo en Ocotlán de Morelos; asegura vehículos y mercancía con reporte de robo,Delito
"Tras ser llevado a audiencia, FGEO imputa homicidio a policía municipal de Acatlán de Pérez Figueroa, quien ha quedado en prisión preventiva provisional",Delito
Radiografía social de la Máxima Fiesta del pueblo de Oaxaca,Arte y Cultura
Balean casa en Coatzacoalcos,Delito
Coordina y ejecuta Fiscalía General cateo en San Gabriel Mixtepec; asegura droga y detiene a probable narcomenudista,Delito
"Fiscalía General efectúa diligente y exhaustiva investigación por feminicidio de adolescente y homicidio de bebé, cometido en Ejutla de Crespo",Delito
"Continúa FGEO acciones contra células criminales en el estado; ejecuta cateos en la Cuenca, Cañada y Mixteca",Delito
"En operativo realizado en San Pedro Ixcatlán, FGEO asegura vehículos, armas y detiene a una persona",Delito
"En cateo realizado en Loma Bonita, aprehende FGEO a probable homicida",Delito
"Tras realizar 5 cateos simultáneos en Huautla de Jiménez, FGEO asegura armas, droga y detiene a tres personas",Delito
Fiscalía General logra vincular a proceso y poner en prisión a ex policía municipal de Acatlán de Pérez Figueroa por homicidio de adolescente,Delito
"En cateo realizado en Juchitán de Zaragoza, Fiscalía General asegura armamento, drogas y detiene a cuatro hombres",Delito
"Inicia Fiscalía General diligente y exhaustiva investigación por homicidio de mujer, en la región de la Costa",Delito
"A prisión y vinculado a proceso, probable responsable de homicidio de ex agente municipal de San Isidro Catano, Etla",Delito
Realiza FGEO investigación exhaustiva para establecer responsabilidades en el homicidio de adolescente en Acatlán de Pérez Figueroa,Delito
"Tras cateo en San Miguel Soyaltepec, Fiscalía General aprehende y lleva ante Juez a probable violador de adolescente",Delito
A prisión y vinculado a proceso probable homicida de policía municipal de Tlacolula de Matamoros: Fiscalía General,Delito
"En Nochixtlán, continúa FGEO acciones contra la delincuencia; realiza cateo, asegura droga y detiene a 4 personas",Delito
Dictan prisión preventiva contra probable homicida de policía municipal de Tlacolula de Matamoros: Fiscalía General,Delito
Rescatan con vida a turista arrastrado por la corriente en Zicatela,Accidentes e Incidentes
"Fiscalía General aprehende a tres probables homicidas, mediante cateo efectuado en la región de Valles Centrales",Delito
"En un golpe más contra la delincuencia, aseguramos droga y municiones y detuvimos a una persona, durante cateo efectuado en Tlaxiaco: Fiscalía General",Delito
"En San Lorenzo Cacaotepec, Fiscalía General coordina y ejecuta cateo; en dos días asegura más de mil cajas de mercancía con reporte de robo",Delito
Continúa Fiscalía General acciones contra la delincuencia; en Valle de Etla realiza cateo y aprehende a un masculino,Delito
"Así quedó el semáforo del 11 al 17 de octubre: 1 estado en naranja, 22 en amarillo y 9 en verde",Arte y Cultura1
"[VIDEO] Alertan presunta captura arbitraria de hombre discapacitado y con Covid-19 en Tuxtepec; policías lo sacaron de su casa sin motivo, alega su familia",Delito
"En cateos coordinados y ejecutados por la Fiscalía General, asegura drogas, armas y detiene a una persona, en Tuxtepec",Delito
"En cateo realizado en jurisdicción de Ocotlán de Morelos, Fiscalía General asegura vehículos, tráileres, plataformas y mercancía",Delito
Ganaderos del istmo utilizarán una aplicación telefónica para reportar el robo de ganado.,Delito
"Continúa FGEO acciones contra células criminales en el estado;en menos de 24 horas, coordina 17 cateos en la Cuenca y Costa",Delito
Marcha Coordinadora de Sindicatos de Salud en Oaxaca; instalan plantón en Casa Oficial,Bloqueos
"Tras cateo realizado en Tlacolula, FGEO asegura productos alimenticios no perecederos, municiones y aprehende a dos personas",Delito
"Aseguran droga y detienen a tres personas, durante cateoefectuado en Agencia Vista Hermosa, Huajuapan de León: FGEO",Delito
Oaxaca pierde a un gran hombre de la radio: Miguel Rodríguez Cerda,Arte y Cultura
"Cumplimenta Fiscalía General orden de aprehensión contra probable responsable de doble homicidio, en Acatlán de Pérez Figueroa",Delito
Ejecuta Fiscalía General cateos simultáneos en inmuebles para localizar a más probables responsables de ataque a joven saxofonista,Delito
"En cateo realizado en Santa Ana Tlapacoyan, en Valles Centrales, Fiscalía General asegura drogas y armas",Delito
Abre Fiscalía General investigación por homicidio de profesor jubilado y fundador de radio comunitaria en la región Loxicha,Delito
"Inicia Fiscalía General diligente y exhaustiva investigación por doble feminicidio, ocurrido en Valles Centrales",Delito
"Investiga FGEO los homicidios de agentes de la Policía Vial, en la zona de Juxtlahuaca",Delito
Fiscalía General realiza cateos para cumplimentar orden de aprehensión contra probable partícipe en el homicidio del exmunícipe de Tlaxiaco,Delito
"Tras cateos en el Istmo, Fiscalía General asegura armamento, cartuchos, diversos vehículos, efectivo y otros objetos",Delito
Teléfono rojo | José Ureña | La democracia fracasada,Neutral
Los libros abren puertas y posibilidades infinitas: Karina Sosa,Neutral
Por fin se aparece Oswaldo García Jarquín; hay reunión con el sindicato 3 de Marzo,Manifestaciones
Rescata Fiscalía General a víctima de secuestro; detiene a 3 probables responsables y los pone a disposición de Juez,Delito
Informa Fiscalía General sobre el cateo realizado en Pinotepa,Neutral
